"State","Month","Year","Dayweek","Time","Crash_Type","Bus_Involvement","Heavy_Rigid_Truck_Involvement","Articulated_Truck_Involvement","Speed_Limit","Road_User","Gender","Age","National_Remoteness_Areas_2021","SA4_Name_2021","National_LGA_Name_2021","National_Road_Type","Christmas_Period","Easter_Period","Crash_ID"
"NSW","1","2023","Wednesday","06:19:00","Multiple","No","No","No","60","Pedestrian","Female","64","Major Cities of Australia","Sydney - South West","Fairfield","Collector Road","No","No","3768302238658677080"
"NSW","3","2018","Saturday","20:00:00","Single","No","No","No","100","Motorcycle rider","Male","42","Outer Regional Australia","Riverina","Griffith","Arterial Road","No","No","120181164976"
"SA","5","2019","Thursday","12:16:00","Multiple","No","No","No","80","Motorcycle rider","Male","25","Outer Regional Australia","Barossa - Yorke - Mid North","Port Pirie","Arterial Road","No","No","520191900126460"
"VIC","3","2025","Thursday","07:50:00","Single","No","No","No","60","Pedestrian","Male","6","Inner Regional Australia","Geelong","Golden Plains","Sub-arterial Road","No","No","663485387909441630"
"SA","9","2025","Friday","19:15:00","Multiple","No","No","Yes","100","Driver","Male","64","Inner Regional Australia","Barossa - Yorke - Mid North","Light","Arterial Road","No","No","8679825627713162564"
"QLD","5","2020","Saturday","10:00:00","Multiple","No","Yes","No","50","Pedestrian","Male","30","Major Cities of Australia","Logan - Beaudesert","Logan","Local Road","No","No","320201010011"
"VIC","2","2023","Tuesday","19:22:00","Multiple","No","No","Yes","100","Passenger","Female","74","Inner Regional Australia","Shepparton","Greater Shepparton","Sub-arterial Road","No","No","4759435488216743846"
"NSW","7","2018","Tuesday","19:30:00","Single","No","No","No","100","Pedestrian","Male","23","Major Cities of Australia","Sydney - Parramatta","The Hills Shire","National or State Highway","No","No","120181176384"
"WA","10","2015","Monday","14:20:00","Multiple","No","No","Yes","80","Driver","Male","32","Major Cities of Australia","Perth - North East","Swan","National or State Highway","No","No","5201510260115"
"NSW","8","2022","Sunday","17:29:00","Single","No","No","No","100","Driver","Male","85","Outer Regional Australia","New England and North West","Glen Innes Severn","National or State Highway","No","No","120221296821"
"VIC","4","2019","Saturday","15:20:00","Single","No","Yes","No","100","Driver","Male","36","Inner Regional Australia","Hume","Indigo","Local Road","No","No","8874592558847125766"
"VIC","8","2023","Friday","06:35:00","Multiple","No","No","No","70","Motorcycle rider","Male","45","Major Cities of Australia","Geelong","Greater Geelong","Local Road","No","No","2668295687424292213"
"QLD","9","2018","Friday","14:00:00","Single","No","No","No","50","Driver","Male","24","Major Cities of Australia","Moreton Bay - South","Moreton Bay","Local Road","No","No","320181663435"
"NSW","8","2015","Saturday","15:30:00","Single","No","No","No","100","Passenger","Female","11","Inner Regional Australia","Capital Region","Hilltops","Arterial Road","No","No","120151076564"
"NSW","12","2024","Sunday","02:00:00","Multiple","No","No","Yes","110","Driver","Male","26","Outer Regional Australia","Far West and Orana","Narromine","National or State Highway","No","No","5322618580046934805"
"NSW","3","2023","Saturday","21:30:00","Single","No","No","No","100","Passenger","Male","14","Inner Regional Australia","Coffs Harbour - Grafton","Clarence Valley","Sub-arterial Road","No","No","8734196807845925532"
"VIC","2","2017","Monday","15:36:00","Multiple","No","No","No","60","Motorcycle rider","Male","33","Major Cities of Australia","Melbourne - South East","Greater Dandenong","Arterial Road","No","No","1736148824696297636"
"NSW","2","2022","Wednesday","21:59:00","Single","No","No","No","70","Pedestrian","Female","19","Major Cities of Australia","Illawarra","Wollongong","Collector Road","No","No","120221282991"
"VIC","1","2015","Tuesday","23:30:00","Single","No","No","No","60","Pedestrian","Male","17","Major Cities of Australia","Melbourne - West","Brimbank","Local Road","No","No","2201501270017"
"TAS","7","2024","Friday","12:38:00","Multiple","No","No","No","100","Passenger","Male","27","Outer Regional Australia","West and North West","Waratah-Wynyard","National or State Highway","No","No","4630885935280848283"
"WA","2","2018","Sunday","03:35:00","Single","No","No","No","70","Pedestrian","Male","32","Major Cities of Australia","Perth - North West","Joondalup","Arterial Road","No","No","4201813599"
"NSW","5","2019","Tuesday","16:30:00","Multiple","No","No","No","50","Pedal cyclist","Male","66","Major Cities of Australia","Sydney - Parramatta","Cumberland","Local Road","No","No","120191200277"
"QLD","6","2024","Monday","10:00:00","Multiple","No","No","No","100","Passenger","Male","8","Outer Regional Australia","Darling Downs - Maranoa","Western Downs","Sub-arterial Road","No","No","3541912903459079235"
"SA","3","2014","Sunday","19:15:00","Single","No","No","No","100","Driver","Male","20","Inner Regional Australia","Adelaide - Central and Hills","Mount Barker","Sub-arterial Road","No","No","4201403020014"
"QLD","2","2022","Sunday","21:00:00","Single","No","No","No","100","Driver","Male","76","Inner Regional Australia","Ipswich","Somerset","National or State Highway","No","No","3907393878097613911"
"ACT","7","2015","Wednesday","19:00:00","Multiple","No","No","No","80","Passenger","Female","7","Major Cities of Australia","Australian Capital Territory","Unincorporated ACT","Collector Road","No","No","8201507220008"
"WA","1","2017","Tuesday","19:58:00","Multiple","No","No","No","60","Motorcycle pillion passenger","Male","14","Outer Regional Australia","Western Australia - Outback (South)","Greater Geraldton","Local Road","No","No","5201701240011"
"QLD","2","2017","Saturday","03:00:00","Single","No","No","No","60","Driver","Female","21","Major Cities of Australia","Moreton Bay - North","Moreton Bay","Collector Road","No","No","320170353439"
"VIC","12","2025","Friday","23:20:00","Multiple","No","No","No","70","Motorcycle rider","Male","29","Major Cities of Australia","Melbourne - West","Brimbank","Collector Road","No","No","8659158666295604668"
"NSW","8","2016","Sunday","05:50:00","Single","No","No","No","100","Driver","Male","21","Outer Regional Australia","Murray","Federation","Arterial Road","No","No","120161109384"
"VIC","5","2020","Wednesday","05:46:00","Single","No","No","No","100","Driver","Male","43","Inner Regional Australia","Shepparton","Campaspe","Sub-arterial Road","No","No","5651311013204050347"
"ACT","4","2018","Saturday","09:05:00","Multiple","No","No","No","80","Pedal cyclist","Female","63","Major Cities of Australia","Australian Capital Territory","Unincorporated ACT","Local Road","No","No","820181191323"
"QLD","7","2020","Thursday","12:00:00","Multiple","No","No","No","60","Driver","Male","36","Major Cities of Australia","Ipswich","Ipswich","Local Road","No","No","320201373853"
"WA","1","2015","Sunday","22:20:00","Multiple","No","No","No","70","Driver","Male","56","Major Cities of Australia","Perth - North West","Stirling","National or State Highway","No","No","5201501040002"
"NSW","7","2024","Friday","16:40:00","Single","No","No","No","70","Pedestrian","Male","50","Major Cities of Australia","Newcastle and Lake Macquarie","Port Stephens","Arterial Road","No","No","4434296329909475607"
"NSW","9","2024","Wednesday","17:46:00","Multiple","No","No","No","80","Driver","Male","62","Inner Regional Australia","Richmond - Tweed","Ballina","Sub-arterial Road","No","No","1516816543856670402"
"VIC","9","2018","Friday","14:20:00","Multiple","No","No","No","100","Motorcycle rider","Male","59","Outer Regional Australia","Latrobe - Gippsland","East Gippsland","National or State Highway","No","No","114946943716932668"
"WA","1","2020","Sunday","15:50:00","Single","No","No","No","110","Driver","Male","41","Inner Regional Australia","Bunbury","Harvey","National or State Highway","No","No","4202014174"
"NSW","3","2025","Sunday","21:30:00","Single","No","No","No","60","Motorcycle rider","Male","20","Inner Regional Australia","Mid North Coast","Mid-Coast","Local Road","No","No","417478402307018338"
"WA","6","2023","Saturday","07:00:00","Multiple","No","No","No","100","Driver","Male","75","Inner Regional Australia","Perth - North East","Mundaring","National or State Highway","No","No","5084146086318158307"
"QLD","11","2023","Wednesday","15:00:00","Single","No","No","No","110","Passenger","Male","25","Remote Australia","Queensland - Outback","Cook","Sub-arterial Road","No","No","6363589290091572651"
"VIC","7","2022","Tuesday","05:50:00","Multiple","No","No","No","80","Motorcycle rider","Male","67","Major Cities of Australia","Mornington Peninsula","Mornington Peninsula","Arterial Road","No","No","7331559380268043708"
"VIC","9","2024","Monday","17:38:00","Single","No","No","No","50","Pedestrian","Female","79","Inner Regional Australia","Hume","Wodonga","Local Road","No","No","4334380228981872220"
"NSW","1","2025","Tuesday","15:35:00","Multiple","No","Yes","No","100","Passenger","Female","82","Outer Regional Australia","Hunter Valley exc Newcastle","Muswellbrook","Sub-arterial Road","No","No","7165185013542580986"
"NSW","12","2020","Sunday","10:45:00","Single","No","No","No","100","Driver","Female","73","Outer Regional Australia","Capital Region","Bega Valley","Sub-arterial Road","No","No","120201248708"
"WA","12","2017","Wednesday","03:40:00","Single","No","Yes","No","110","Driver","Male","42","Very Remote Australia","Western Australia - Outback (South)","Ravensthorpe","National or State Highway","No","No","5201712130140"
"WA","5","2025","Sunday","18:25:00","Single","No","No","No","110","Pedestrian","Female","31","Major Cities of Australia","Mandurah","Murray","National or State Highway","No","No","9034196905827693968"
"QLD","5","2025","Friday","00:00:00","Single","No","No","No","60","Driver","Male","28","Inner Regional Australia","Wide Bay","Gympie","Local Road","No","No","8965701747504091204"
"NSW","6","2018","Sunday","09:36:00","Multiple","No","No","No","100","Pedal cyclist","Female","55","Inner Regional Australia","Capital Region","Queanbeyan-Palerang Regional","Arterial Road","No","No","120181171361"
"QLD","11","2022","Thursday","17:00:00","Multiple","No","No","No","60","Pedal cyclist","Male","11","Outer Regional Australia","Central Queensland","Banana","Local Road","No","No","1079690185764482565"
"WA","10","2021","Sunday","23:33:00","Single","No","No","No","60","Driver","Female","38","Major Cities of Australia","Perth - South East","Canning","Arterial Road","No","No","4202114781"
"NSW","7","2024","Sunday","13:00:00","Single","No","No","No","100","Passenger","Female","20","Inner Regional Australia","Capital Region","Goulburn Mulwaree","Arterial Road","No","No","938334882785744898"
"NSW","11","2023","Thursday","19:20:00","Single","No","Yes","No","100","Driver","Male","57","Major Cities of Australia","Sydney - South West","Liverpool","Local Road","No","No","7298341425163862163"
"VIC","7","2017","Monday","09:55:00","Multiple","No","Yes","No","50","Pedal cyclist","Female","42","Major Cities of Australia","Melbourne - Inner South","Bayside (Vic.)","Arterial Road","No","No","9201558163946301895"
"NSW","11","2025","Thursday","17:05:00","Single","No","No","No","60","Passenger","Male","95","Major Cities of Australia","Sydney - North Sydney and Hornsby","Ku-ring-gai","Collector Road","No","No","4990546389964128821"
"QLD","7","2024","Friday","16:00:00","Single","No","No","No","60","Motorcycle rider","Male","30","Major Cities of Australia","Logan - Beaudesert","Logan","Collector Road","No","No","1483054449826502166"
"VIC","4","2021","Saturday","18:12:00","Single","No","No","No","100","Driver","Male","85","Inner Regional Australia","Bendigo","Loddon","National or State Highway","No","No","1549052240833893562"
"NSW","4","2023","Saturday","18:10:00","Single","No","No","No","100","Driver","Male","78","Inner Regional Australia","Riverina","Wagga Wagga","National or State Highway","No","No","8379343373512226916"
"WA","11","2023","Wednesday","21:57:00","Multiple","No","No","No","60","Motorcycle rider","Male","33","Major Cities of Australia","Perth - Inner","Bayswater","National or State Highway","No","No","5059355349068012317"
"QLD","3","2024","Friday","23:00:00","Single","No","No","No","70","Pedestrian","Male","21","Major Cities of Australia","Gold Coast","Gold Coast","Sub-arterial Road","No","No","59794889258321861"
"NSW","3","2024","Friday","11:24:00","Single","No","No","No","110","Driver","Male","77","Inner Regional Australia","Capital Region","Yass Valley","National or State Highway","No","No","606045174661548313"
"NSW","2","2025","Thursday","00:16:00","Single","Yes","No","No","100","Driver","Female","42","Outer Regional Australia","Riverina","Narrandera","Sub-arterial Road","No","No","1315077973574787243"
"WA","2","2016","Tuesday","18:15:00","Single","No","No","No","110","Motorcycle rider","Male","48","Inner Regional Australia","Bunbury","Collie","Arterial Road","No","No","5201602160025"
"WA","2","2014","Wednesday","11:13:00","Multiple","No","No","No","110","Motorcycle rider","Male","65","Inner Regional Australia","Western Australia - Wheat Belt","Northam","Arterial Road","No","No","5201402190014"
"VIC","3","2024","Tuesday","09:55:00","Multiple","No","No","Yes","80","Pedal cyclist","Male","49","Major Cities of Australia","Melbourne - West","Wyndham","Arterial Road","No","No","8480374064551167870"
